CCD,PDB,INF_WC,INF_all,TP_WC,FP_WC,FN_WC,TP_all,FP_all,FN_all,note,af3_path,exp_path
5CM,1IH4,0.9428,0.9574,8,1,0,11,1,0,,../MODNAP_AF3_models/5CM/1IH4/af_output/5cm_1ih4/5cm_1ih4_model.cif,../MODNAP/5CM/1IH4/5CM_1IH4.pdb
5CM,1L6B,0.8367,0.794,14,6,0,40,14,7,,../MODNAP_AF3_models/5CM/1L6B/af_output/5cm_1l6b/5cm_1l6b_model.cif,../MODNAP/5CM/1L6B/5CM_1L6B.pdb
5CM,1ODG,0.8889,0.9091,8,1,1,45,5,4,,../MODNAP_AF3_models/5CM/1ODG/af_output/5cm_1odg/5cm_1odg_model.cif,../MODNAP/5CM/1ODG/5CM_1ODG.pdb
5CM,1R3Z,0.0,0.297,0,3,6,3,3,14,,../MODNAP_AF3_models/5CM/1R3Z/af_output/5cm_1r3z/5cm_1r3z_model.cif,../MODNAP/5CM/1R3Z/5CM_1R3Z.pdb
5CM,1R41,1.0,1.0,4,0,0,14,0,0,,../MODNAP_AF3_models/5CM/1R41/af_output/5cm_1r41/5cm_1r41_model.cif,../MODNAP/5CM/1R41/5CM_1R41.pdb
5CM,1S1L,0.6784,0.7548,9,7,2,28,15,4,,../MODNAP_AF3_models/5CM/1S1L/af_output/5cm_1s1l/5cm_1s1l_model.cif,../MODNAP/5CM/1S1L/5CM_1S1L.pdb
5CM,1VTV,0.0,1.0,0,0,0,7,0,0,,../MODNAP_AF3_models/5CM/1VTV/af_output/5cm_1vtv/5cm_1vtv_model.cif,../MODNAP/5CM/1VTV/5CM_1VTV.pdb
5CM,1VTW,1.0,0.9199,2,0,0,11,2,0,,../MODNAP_AF3_models/5CM/1VTW/af_output/5cm_1vtw/5cm_1vtw_model.cif,../MODNAP/5CM/1VTW/5CM_1VTW.pdb
5CM,213D,1.0,1.0,16,0,0,23,0,0,,../MODNAP_AF3_models/5CM/213D/af_output/5cm_213d/5cm_213d_model.cif,../MODNAP/5CM/213D/5CM_213D.pdb
5CM,254D,1.0,1.0,4,0,0,9,0,0,,../MODNAP_AF3_models/5CM/254D/af_output/5cm_254d/5cm_254d_model.cif,../MODNAP/5CM/254D/5CM_254D.pdb
5CM,256D,0.866,0.9393,6,0,2,15,0,2,,../MODNAP_AF3_models/5CM/256D/af_output/5cm_256d/5cm_256d_model.cif,../MODNAP/5CM/256D/5CM_256D.pdb
5CM,265D,0.9271,0.9576,19,1,2,56,1,4,,../MODNAP_AF3_models/5CM/265D/af_output/5cm_265d/5cm_265d_model.cif,../MODNAP/5CM/265D/5CM_265D.pdb
5CM,266D,0.9364,0.9504,22,2,1,67,4,3,,../MODNAP_AF3_models/5CM/266D/af_output/5cm_266d/5cm_266d_model.cif,../MODNAP/5CM/266D/5CM_266D.pdb
5CM,267D,0.9608,0.9364,24,0,2,66,3,6,,../MODNAP_AF3_models/5CM/267D/af_output/5cm_267d/5cm_267d_model.cif,../MODNAP/5CM/267D/5CM_267D.pdb
5CM,268D,1.0,0.9928,24,0,0,69,0,1,,../MODNAP_AF3_models/5CM/268D/af_output/5cm_268d/5cm_268d_model.cif,../MODNAP/5CM/268D/5CM_268D.pdb
5CM,269D,0.9798,0.9718,24,0,1,69,2,2,,../MODNAP_AF3_models/5CM/269D/af_output/5cm_269d/5cm_269d_model.cif,../MODNAP/5CM/269D/5CM_269D.pdb
5CM,270D,0.9798,0.979,24,0,1,70,1,2,,../MODNAP_AF3_models/5CM/270D/af_output/5cm_270d/5cm_270d_model.cif,../MODNAP/5CM/270D/5CM_270D.pdb
5CM,275D,1.0,0.9393,12,0,0,15,0,2,,../MODNAP_AF3_models/5CM/275D/af_output/5cm_275d/5cm_275d_model.cif,../MODNAP/5CM/275D/5CM_275D.pdb
5CM,285D,0.9718,0.9493,17,1,0,56,2,4,,../MODNAP_AF3_models/5CM/285D/af_output/5cm_285d/5cm_285d_model.cif,../MODNAP/5CM/285D/5CM_285D.pdb
5CM,297D,1.0,0.9672,18,0,0,58,0,4,,../MODNAP_AF3_models/5CM/297D/af_output/5cm_297d/5cm_297d_model.cif,../MODNAP/5CM/297D/5CM_297D.pdb
5CM,2C7O,0.9759,0.9493,20,0,1,56,2,4,,../MODNAP_AF3_models/5CM/2C7O/af_output/5cm_2c7o/5cm_2c7o_model.cif,../MODNAP/5CM/2C7O/5CM_2C7O.pdb
5CM,2C7P,1.0,1.0,23,0,0,58,0,0,,../MODNAP_AF3_models/5CM/2C7P/af_output/5cm_2c7p/5cm_2c7p_model.cif,../MODNAP/5CM/2C7P/5CM_2C7P.pdb
5CM,2C7Q,1.0,0.9919,32,0,0,61,0,1,,../MODNAP_AF3_models/5CM/2C7Q/af_output/5cm_2c7q/5cm_2c7q_model.cif,../MODNAP/5CM/2C7Q/5CM_2C7Q.pdb
5CM,2C7R,0.977,0.9848,21,1,0,65,1,1,,../MODNAP_AF3_models/5CM/2C7R/af_output/5cm_2c7r/5cm_2c7r_model.cif,../MODNAP/5CM/2C7R/5CM_2C7R.pdb
5CM,2D25,1.0,0.9466,20,0,0,53,4,2,,../MODNAP_AF3_models/5CM/2D25/af_output/5cm_2d25/5cm_2d25_model.cif,../MODNAP/5CM/2D25/5CM_2D25.pdb
5CM,2UYC,1.0,0.963,24,0,0,65,3,2,,../MODNAP_AF3_models/5CM/2UYC/af_output/5cm_2uyc/5cm_2uyc_model.cif,../MODNAP/5CM/2UYC/5CM_2UYC.pdb
5CM,2UYH,1.0,1.0,24,0,0,66,0,0,,../MODNAP_AF3_models/5CM/2UYH/af_output/5cm_2uyh/5cm_2uyh_model.cif,../MODNAP/5CM/2UYH/5CM_2UYH.pdb
5CM,2UZ4,1.0,0.9925,24,0,0,66,1,0,,../MODNAP_AF3_models/5CM/2UZ4/af_output/5cm_2uz4/5cm_2uz4_model.cif,../MODNAP/5CM/2UZ4/5CM_2UZ4.pdb
5CM,2ZKD,0.0359,0.0193,2,20,139,3,65,351,,../MODNAP_AF3_models/5CM/2ZKD/af_output/5cm_2zkd/5cm_2zkd_model.cif,../MODNAP/5CM/2ZKD/5CM_2ZKD.pdb
5CM,2ZKE,1.0,0.9309,23,0,0,67,3,7,,../MODNAP_AF3_models/5CM/2ZKE/af_output/5cm_2zke/5cm_2zke_model.cif,../MODNAP/5CM/2ZKE/5CM_2ZKE.pdb
5CM,2ZKF,0.9789,0.9853,23,0,1,67,1,1,,../MODNAP_AF3_models/5CM/2ZKF/af_output/5cm_2zkf/5cm_2zkf_model.cif,../MODNAP/5CM/2ZKF/5CM_2ZKF.pdb
5CM,2ZO0,0.9798,0.9558,24,1,0,74,7,0,,../MODNAP_AF3_models/5CM/2ZO0/af_output/5cm_2zo0/5cm_2zo0_model.cif,../MODNAP/5CM/2ZO0/5CM_2ZO0.pdb
5CM,2ZO1,0.9487,0.9154,18,2,0,54,6,4,,../MODNAP_AF3_models/5CM/2ZO1/af_output/5cm_2zo1/5cm_2zo1_model.cif,../MODNAP/5CM/2ZO1/5CM_2ZO1.pdb
5CM,313D,0.7894,0.7526,9,4,1,18,8,4,,../MODNAP_AF3_models/5CM/313D/af_output/5cm_313d/5cm_313d_model.cif,../MODNAP/5CM/313D/5CM_313D.pdb
5CM,322D,0.9733,0.9456,18,0,1,26,1,2,,../MODNAP_AF3_models/5CM/322D/af_output/5cm_322d/5cm_322d_model.cif,../MODNAP/5CM/322D/5CM_322D.pdb
5CM,323D,0.9487,0.9649,18,2,0,27,2,0,,../MODNAP_AF3_models/5CM/323D/af_output/5cm_323d/5cm_323d_model.cif,../MODNAP/5CM/323D/5CM_323D.pdb
5CM,324D,0.9045,0.9045,18,0,4,27,0,6,,../MODNAP_AF3_models/5CM/324D/af_output/5cm_324d/5cm_324d_model.cif,../MODNAP/5CM/324D/5CM_324D.pdb
5CM,325D,0.9354,0.8996,14,0,2,22,1,4,,../MODNAP_AF3_models/5CM/325D/af_output/5cm_325d/5cm_325d_model.cif,../MODNAP/5CM/325D/5CM_325D.pdb
5CM,326D,1.0,1.0,14,0,0,23,0,0,,../MODNAP_AF3_models/5CM/326D/af_output/5cm_326d/5cm_326d_model.cif,../MODNAP/5CM/326D/5CM_326D.pdb
5CM,327D,0.8528,0.8773,8,3,0,25,3,4,,../MODNAP_AF3_models/5CM/327D/af_output/5cm_327d/5cm_327d_model.cif,../MODNAP/5CM/327D/5CM_327D.pdb
5CM,329D,0.9726,0.9655,35,0,2,70,2,3,,../MODNAP_AF3_models/5CM/329D/af_output/5cm_329d/5cm_329d_model.cif,../MODNAP/5CM/329D/5CM_329D.pdb
5CM,337D,0.0,0.2535,0,4,4,3,7,11,,../MODNAP_AF3_models/5CM/337D/af_output/5cm_337d/5cm_337d_model.cif,../MODNAP/5CM/337D/5CM_337D.pdb
5CM,338D,0.866,0.9555,6,0,2,21,0,2,,../MODNAP_AF3_models/5CM/338D/af_output/5cm_338d/5cm_338d_model.cif,../MODNAP/5CM/338D/5CM_338D.pdb
5CM,339D,1.0,1.0,6,0,0,16,0,0,,../MODNAP_AF3_models/5CM/339D/af_output/5cm_339d/5cm_339d_model.cif,../MODNAP/5CM/339D/5CM_339D.pdb
5CM,340D,0.9129,0.9701,5,0,1,16,0,1,,../MODNAP_AF3_models/5CM/340D/af_output/5cm_340d/5cm_340d_model.cif,../MODNAP/5CM/340D/5CM_340D.pdb
5CM,341D,0.9129,0.9701,5,0,1,16,0,1,,../MODNAP_AF3_models/5CM/341D/af_output/5cm_341d/5cm_341d_model.cif,../MODNAP/5CM/341D/5CM_341D.pdb
5CM,342D,1.0,1.0,4,0,0,12,0,0,,../MODNAP_AF3_models/5CM/342D/af_output/5cm_342d/5cm_342d_model.cif,../MODNAP/5CM/342D/5CM_342D.pdb
5CM,343D,1.0,0.9444,4,0,0,17,1,1,,../MODNAP_AF3_models/5CM/343D/af_output/5cm_343d/5cm_343d_model.cif,../MODNAP/5CM/343D/5CM_343D.pdb
5CM,345D,0.866,0.9555,6,0,2,21,0,2,,../MODNAP_AF3_models/5CM/345D/af_output/5cm_345d/5cm_345d_model.cif,../MODNAP/5CM/345D/5CM_345D.pdb
5CM,346D,1.0,1.0,4,0,0,12,0,0,,../MODNAP_AF3_models/5CM/346D/af_output/5cm_346d/5cm_346d_model.cif,../MODNAP/5CM/346D/5CM_346D.pdb
5CM,383D,1.0,0.9354,10,0,0,14,0,2,,../MODNAP_AF3_models/5CM/383D/af_output/5cm_383d/5cm_383d_model.cif,../MODNAP/5CM/383D/5CM_383D.pdb
5CM,384D,0.9535,0.8971,10,0,1,13,1,2,,../MODNAP_AF3_models/5CM/384D/af_output/5cm_384d/5cm_384d_model.cif,../MODNAP/5CM/384D/5CM_384D.pdb
5CM,3C2I,0.9602,0.9585,48,1,3,138,3,9,,../MODNAP_AF3_models/5CM/3C2I/af_output/5cm_3c2i/5cm_3c2i_model.cif,../MODNAP/5CM/3C2I/5CM_3C2I.pdb
5CM,3CLZ,0.9459,0.953,35,2,2,71,3,4,,../MODNAP_AF3_models/5CM/3CLZ/af_output/5cm_3clz/5cm_3clz_model.cif,../MODNAP/5CM/3CLZ/5CM_3CLZ.pdb
5CM,3FDE,1.0,0.9863,24,0,0,72,1,1,,../MODNAP_AF3_models/5CM/3FDE/af_output/5cm_3fde/5cm_3fde_model.cif,../MODNAP/5CM/3FDE/5CM_3FDE.pdb
5CM,3SSC,0.9474,0.9609,18,1,1,61,1,4,,../MODNAP_AF3_models/5CM/3SSC/af_output/5cm_3ssc/5cm_3ssc_model.cif,../MODNAP/5CM/3SSC/5CM_3SSC.pdb
5CM,3SSD,0.9759,0.9703,20,0,1,65,1,3,,../MODNAP_AF3_models/5CM/3SSD/af_output/5cm_3ssd/5cm_3ssd_model.cif,../MODNAP/5CM/3SSD/5CM_3SSD.pdb
5CM,3VXV,0.9832,0.958,29,1,0,79,6,1,,../MODNAP_AF3_models/5CM/3VXV/af_output/5cm_3vxv/5cm_3vxv_model.cif,../MODNAP/5CM/3VXV/5CM_3VXV.pdb
5CM,3VXX,0.9826,0.9665,28,0,1,72,3,2,,../MODNAP_AF3_models/5CM/3VXX/af_output/5cm_3vxx/5cm_3vxx_model.cif,../MODNAP/5CM/3VXX/5CM_3VXX.pdb
5CM,3VYQ,1.0,0.9836,17,0,0,60,1,1,,../MODNAP_AF3_models/5CM/3VYQ/af_output/5cm_3vyq/5cm_3vyq_model.cif,../MODNAP/5CM/3VYQ/5CM_3VYQ.pdb
5CM,400D,1.0,1.0,8,0,0,13,0,0,,../MODNAP_AF3_models/5CM/400D/af_output/5cm_400d/5cm_400d_model.cif,../MODNAP/5CM/400D/5CM_400D.pdb
5CM,4AQU,1.0,0.9725,57,0,0,159,4,5,,../MODNAP_AF3_models/5CM/4AQU/af_output/5cm_4aqu/5cm_4aqu_model.cif,../MODNAP/5CM/4AQU/5CM_4AQU.pdb
5CM,4AQX,0.9823,0.9876,55,2,0,159,3,1,,../MODNAP_AF3_models/5CM/4AQX/af_output/5cm_4aqx/5cm_4aqx_model.cif,../MODNAP/5CM/4AQX/5CM_4AQX.pdb
5CM,4C63,1.0,0.9787,24,0,0,69,2,1,,../MODNAP_AF3_models/5CM/4C63/af_output/5cm_4c63/5cm_4c63_model.cif,../MODNAP/5CM/4C63/5CM_4C63.pdb
5CM,4F6N,0.9701,0.9831,32,2,0,116,2,2,,../MODNAP_AF3_models/5CM/4F6N/af_output/5cm_4f6n/5cm_4f6n_model.cif,../MODNAP/5CM/4F6N/5CM_4F6N.pdb
5CM,4GJU,1.0,0.9719,24,0,0,69,1,3,,../MODNAP_AF3_models/5CM/4GJU/af_output/5cm_4gju/5cm_4gju_model.cif,../MODNAP/5CM/4GJU/5CM_4GJU.pdb
5CM,4GLG,0.9798,0.9438,24,0,1,67,3,5,,../MODNAP_AF3_models/5CM/4GLG/af_output/5cm_4glg/5cm_4glg_model.cif,../MODNAP/5CM/4GLG/5CM_4GLG.pdb
5CM,4GZN,1.0,0.9912,21,0,0,56,1,0,,../MODNAP_AF3_models/5CM/4GZN/af_output/5cm_4gzn/5cm_4gzn_model.cif,../MODNAP/5CM/4GZN/5CM_4GZN.pdb
5CM,4HP1,0.9649,0.9726,27,0,2,70,0,4,,../MODNAP_AF3_models/5CM/4HP1/af_output/5cm_4hp1/5cm_4hp1_model.cif,../MODNAP/5CM/4HP1/5CM_4HP1.pdb
5CM,4LG7,0.9789,0.9049,23,0,1,66,4,10,,../MODNAP_AF3_models/5CM/4LG7/af_output/5cm_4lg7/5cm_4lg7_model.cif,../MODNAP/5CM/4LG7/5CM_4LG7.pdb
5CM,4LT5,1.0,0.9793,28,0,0,71,2,1,,../MODNAP_AF3_models/5CM/4LT5/af_output/5cm_4lt5/5cm_4lt5_model.cif,../MODNAP/5CM/4LT5/5CM_4LT5.pdb
5CM,4M9E,0.9747,0.9798,19,0,1,48,0,2,,../MODNAP_AF3_models/5CM/4M9E/af_output/5cm_4m9e/5cm_4m9e_model.cif,../MODNAP/5CM/4M9E/5CM_4M9E.pdb
5CM,4MHT,1.0,0.9851,17,0,0,66,1,1,,../MODNAP_AF3_models/5CM/4MHT/af_output/5cm_4mht/5cm_4mht_model.cif,../MODNAP/5CM/4MHT/5CM_4MHT.pdb
5CM,4MKW,1.0,0.9719,24,0,0,69,1,3,,../MODNAP_AF3_models/5CM/4MKW/af_output/5cm_4mkw/5cm_4mkw_model.cif,../MODNAP/5CM/4MKW/5CM_4MKW.pdb
5CM,4R28,0.8855,0.8718,58,8,7,153,24,21,,../MODNAP_AF3_models/5CM/4R28/af_output/5cm_4r28/5cm_4r28_model.cif,../MODNAP/5CM/4R28/5CM_4R28.pdb
5CM,4R2A,1.0,0.9905,19,0,0,52,1,0,,../MODNAP_AF3_models/5CM/4R2A/af_output/5cm_4r2a/5cm_4r2a_model.cif,../MODNAP/5CM/4R2A/5CM_4R2A.pdb
5CM,4R2E,0.8903,0.9425,16,3,1,49,4,2,,../MODNAP_AF3_models/5CM/4R2E/af_output/5cm_4r2e/5cm_4r2e_model.cif,../MODNAP/5CM/4R2E/5CM_4R2E.pdb
5CM,4R2S,0.9487,0.9813,18,2,0,52,2,0,,../MODNAP_AF3_models/5CM/4R2S/af_output/5cm_4r2s/5cm_4r2s_model.cif,../MODNAP/5CM/4R2S/5CM_4R2S.pdb
5CM,4U6L,0.0,1.0,0,0,0,31,0,0,,../MODNAP_AF3_models/5CM/4U6L/af_output/5cm_4u6l/5cm_4u6l_model.cif,../MODNAP/5CM/4U6L/5CM_4U6L.pdb
5CM,4U6M,0.0,1.0,0,0,0,30,0,0,,../MODNAP_AF3_models/5CM/4U6M/af_output/5cm_4u6m/5cm_4u6m_model.cif,../MODNAP/5CM/4U6M/5CM_4U6M.pdb
5CM,4X9J,0.9661,0.975,14,0,1,39,1,1,,../MODNAP_AF3_models/5CM/4X9J/af_output/5cm_4x9j/5cm_4x9j_model.cif,../MODNAP/5CM/4X9J/5CM_4X9J.pdb
5CM,5B2J,0.9594,0.9545,354,12,18,1102,49,56,,../MODNAP_AF3_models/5CM/5B2J/af_output/5cm_5b2j/5cm_5b2j_model.cif,../MODNAP/5CM/5B2J/5CM_5B2J.pdb
5CM,5BT2,0.9792,0.9497,47,1,1,131,3,11,,../MODNAP_AF3_models/5CM/5BT2/af_output/5cm_5bt2/5cm_5bt2_model.cif,../MODNAP/5CM/5BT2/5CM_5BT2.pdb
5CM,5CG9,0.9512,0.9491,19,0,2,65,2,5,,../MODNAP_AF3_models/5CM/5CG9/af_output/5cm_5cg9/5cm_5cg9_model.cif,../MODNAP/5CM/5CG9/5CM_5CG9.pdb
5CM,5CPJ,0.9136,0.855,343,39,26,970,172,157,,../MODNAP_AF3_models/5CM/5CPJ/af_output/5cm_5cpj/5cm_5cpj_model.cif,../MODNAP/5CM/5CPJ/5CM_5CPJ.pdb
5CM,5CPK,0.8909,0.8331,351,47,39,988,212,184,,../MODNAP_AF3_models/5CM/5CPK/af_output/5cm_5cpk/5cm_5cpk_model.cif,../MODNAP/5CM/5CPK/5CM_5CPK.pdb
5CM,5DSA,0.8575,0.821,25,9,0,41,17,2,,../MODNAP_AF3_models/5CM/5DSA/af_output/5cm_5dsa/5cm_5dsa_model.cif,../MODNAP/5CM/5DSA/5CM_5DSA.pdb
5CM,5EF6,0.1415,0.1871,12,35,141,42,73,396,,../MODNAP_AF3_models/5CM/5EF6/af_output/5cm_5ef6/5cm_5ef6_model.cif,../MODNAP/5CM/5EF6/5CM_5EF6.pdb
5CM,5EGO,0.9888,0.9823,44,1,0,111,1,3,,../MODNAP_AF3_models/5CM/5EGO/af_output/5cm_5ego/5cm_5ego_model.cif,../MODNAP/5CM/5EGO/5CM_5EGO.pdb
5CM,5EMC,0.9475,0.9426,27,1,2,82,6,4,,../MODNAP_AF3_models/5CM/5EMC/af_output/5cm_5emc/5cm_5emc_model.cif,../MODNAP/5CM/5EMC/5CM_5EMC.pdb
5CM,5EMP,0.9578,0.9152,34,2,1,102,13,6,,../MODNAP_AF3_models/5CM/5EMP/af_output/5cm_5emp/5cm_5emp_model.cif,../MODNAP/5CM/5EMP/5CM_5EMP.pdb
5CM,5J3E,0.978,0.9438,22,1,0,67,5,3,,../MODNAP_AF3_models/5CM/5J3E/af_output/5cm_5j3e/5cm_5j3e_model.cif,../MODNAP/5CM/5J3E/5CM_5J3E.pdb
5CM,5KE7,0.977,0.973,21,0,1,54,1,2,,../MODNAP_AF3_models/5CM/5KE7/af_output/5cm_5ke7/5cm_5ke7_model.cif,../MODNAP/5CM/5KE7/5CM_5KE7.pdb
5CM,5KE8,0.9733,0.9895,18,1,0,47,1,0,,../MODNAP_AF3_models/5CM/5KE8/af_output/5cm_5ke8/5cm_5ke8_model.cif,../MODNAP/5CM/5KE8/5CM_5KE8.pdb
5CM,5LTY,0.4016,0.9217,15,16,30,100,8,9,,../MODNAP_AF3_models/5CM/5LTY/af_output/5cm_5lty/5cm_5lty_model.cif,../MODNAP/5CM/5LTY/5CM_5LTY.pdb
5CM,5LUX,0.9886,0.9814,43,0,1,105,1,3,,../MODNAP_AF3_models/5CM/5LUX/af_output/5cm_5lux/5cm_5lux_model.cif,../MODNAP/5CM/5LUX/5CM_5LUX.pdb
5CM,5MCV,0.9638,0.9394,53,3,1,85,7,4,,../MODNAP_AF3_models/5CM/5MCV/af_output/5cm_5mcv/5cm_5mcv_model.cif,../MODNAP/5CM/5MCV/5CM_5MCV.pdb
5CM,5MCW,0.9373,0.9566,52,5,2,88,5,3,,../MODNAP_AF3_models/5CM/5MCW/af_output/5cm_5mcw/5cm_5mcw_model.cif,../MODNAP/5CM/5MCW/5CM_5MCW.pdb
5CM,5MHT,1.0,0.9689,23,0,0,62,1,3,,../MODNAP_AF3_models/5CM/5MHT/af_output/5cm_5mht/5cm_5mht_model.cif,../MODNAP/5CM/5MHT/5CM_5MHT.pdb
5CM,5SZX,1.0,0.9677,32,0,0,104,1,6,,../MODNAP_AF3_models/5CM/5SZX/af_output/5cm_5szx/5cm_5szx_model.cif,../MODNAP/5CM/5SZX/5CM_5SZX.pdb
5CM,5T00,0.49,0.5678,42,51,37,119,111,72,,../MODNAP_AF3_models/5CM/5T00/af_output/5cm_5t00/5cm_5t00_model.cif,../MODNAP/5CM/5T00/5CM_5T00.pdb
5CM,5T01,0.9871,0.9672,38,0,1,117,1,7,,../MODNAP_AF3_models/5CM/5T01/af_output/5cm_5t01/5cm_5t01_model.cif,../MODNAP/5CM/5T01/5CM_5T01.pdb
5CM,5VMU,0.9103,0.9151,29,0,6,91,5,12,,../MODNAP_AF3_models/5CM/5VMU/af_output/5cm_5vmu/5cm_5vmu_model.cif,../MODNAP/5CM/5VMU/5CM_5VMU.pdb
5CM,5VMV,0.9175,0.9431,22,3,1,91,7,4,,../MODNAP_AF3_models/5CM/5VMV/af_output/5cm_5vmv/5cm_5vmv_model.cif,../MODNAP/5CM/5VMV/5CM_5VMV.pdb
5CM,5VMW,0.9856,0.9613,34,0,1,99,2,6,,../MODNAP_AF3_models/5CM/5VMW/af_output/5cm_5vmw/5cm_5vmw_model.cif,../MODNAP/5CM/5VMW/5CM_5VMW.pdb
5CM,5VMX,0.9744,0.9742,38,1,1,113,2,4,,../MODNAP_AF3_models/5CM/5VMX/af_output/5cm_5vmx/5cm_5vmx_model.cif,../MODNAP/5CM/5VMX/5CM_5VMX.pdb
5CM,5VMY,0.9874,0.9702,39,0,1,113,1,6,,../MODNAP_AF3_models/5CM/5VMY/af_output/5cm_5vmy/5cm_5vmy_model.cif,../MODNAP/5CM/5VMY/5CM_5VMY.pdb
5CM,5VMZ,1.0,0.949,34,0,0,93,4,6,,../MODNAP_AF3_models/5CM/5VMZ/af_output/5cm_5vmz/5cm_5vmz_model.cif,../MODNAP/5CM/5VMZ/5CM_5VMZ.pdb
5CM,6C1A,0.0064,0.0065,1,27,867,3,79,2632,,../MODNAP_AF3_models/5CM/6C1A/af_output/5cm_6c1a/5cm_6c1a_model.cif,../MODNAP/5CM/6C1A/5CM_6C1A.pdb
5CM,6C1T,0.9813,0.9756,26,0,1,79,0,4,,../MODNAP_AF3_models/5CM/6C1T/af_output/5cm_6c1t/5cm_6c1t_model.cif,../MODNAP/5CM/6C1T/5CM_6C1T.pdb
5CM,6C1U,0.9692,0.9632,31,0,2,77,0,6,,../MODNAP_AF3_models/5CM/6C1U/af_output/5cm_6c1u/5cm_6c1u_model.cif,../MODNAP/5CM/6C1U/5CM_6C1U.pdb
5CM,6C1Y,0.9493,0.9517,28,1,2,69,4,3,,../MODNAP_AF3_models/5CM/6C1Y/af_output/5cm_6c1y/5cm_6c1y_model.cif,../MODNAP/5CM/6C1Y/5CM_6C1Y.pdb
5CM,6C2F,0.939,0.9754,23,1,2,79,1,3,,../MODNAP_AF3_models/5CM/6C2F/af_output/5cm_6c2f/5cm_6c2f_model.cif,../MODNAP/5CM/6C2F/5CM_6C2F.pdb
5CM,6CC8,1.0,0.9181,24,0,0,66,2,10,,../MODNAP_AF3_models/5CM/6CC8/af_output/5cm_6cc8/5cm_6cc8_model.cif,../MODNAP/5CM/6CC8/5CM_6CC8.pdb
5CM,6CCG,0.9615,0.9584,25,1,1,69,2,4,,../MODNAP_AF3_models/5CM/6CCG/af_output/5cm_6ccg/5cm_6ccg_model.cif,../MODNAP/5CM/6CCG/5CM_6CCG.pdb
5CM,6CEU,0.939,0.943,23,1,2,66,3,5,,../MODNAP_AF3_models/5CM/6CEU/af_output/5cm_6ceu/5cm_6ceu_model.cif,../MODNAP/5CM/6CEU/5CM_6CEU.pdb
5CM,6CEV,0.9364,0.943,22,2,1,66,3,5,,../MODNAP_AF3_models/5CM/6CEV/af_output/5cm_6cev/5cm_6cev_model.cif,../MODNAP/5CM/6CEV/5CM_6CEV.pdb
5CM,6CNP,0.9677,0.9589,30,1,1,70,3,3,,../MODNAP_AF3_models/5CM/6CNP/af_output/5cm_6cnp/5cm_6cnp_model.cif,../MODNAP/5CM/6CNP/5CM_6CNP.pdb
5CM,6CNQ,1.0,0.932,24,0,0,67,1,9,,../MODNAP_AF3_models/5CM/6CNQ/af_output/5cm_6cnq/5cm_6cnq_model.cif,../MODNAP/5CM/6CNQ/5CM_6CNQ.pdb
5CM,6D1T,0.978,0.9203,22,1,0,63,3,8,,../MODNAP_AF3_models/5CM/6D1T/af_output/5cm_6d1t/5cm_6d1t_model.cif,../MODNAP/5CM/6D1T/5CM_6D1T.pdb
5CM,6E93,1.0,0.9841,32,0,0,93,1,2,,../MODNAP_AF3_models/5CM/6E93/af_output/5cm_6e93/5cm_6e93_model.cif,../MODNAP/5CM/6E93/5CM_6E93.pdb
5CM,6E94,0.9843,0.9622,31,1,0,89,4,3,,../MODNAP_AF3_models/5CM/6E94/af_output/5cm_6e94/5cm_6e94_model.cif,../MODNAP/5CM/6E94/5CM_6E94.pdb
5CM,6JNM,1.0,0.9933,28,0,0,74,0,1,,../MODNAP_AF3_models/5CM/6JNM/af_output/5cm_6jnm/5cm_6jnm_model.cif,../MODNAP/5CM/6JNM/5CM_6JNM.pdb
5CM,6JNN,0.9672,0.9811,29,0,2,77,0,3,,../MODNAP_AF3_models/5CM/6JNN/af_output/5cm_6jnn/5cm_6jnn_model.cif,../MODNAP/5CM/6JNN/5CM_6JNN.pdb
5CM,6JTQ,0.9706,0.9619,33,1,1,101,4,4,,../MODNAP_AF3_models/5CM/6JTQ/af_output/5cm_6jtq/5cm_6jtq_model.cif,../MODNAP/5CM/6JTQ/5CM_6JTQ.pdb
5CM,6JV5,1.0,1.0,20,0,0,56,0,0,,../MODNAP_AF3_models/5CM/6JV5/af_output/5cm_6jv5/5cm_6jv5_model.cif,../MODNAP/5CM/6JV5/5CM_6JV5.pdb
5CM,6JVZ,0.9706,0.9668,33,1,1,102,3,4,,../MODNAP_AF3_models/5CM/6JVZ/af_output/5cm_6jvz/5cm_6jvz_model.cif,../MODNAP/5CM/6JVZ/5CM_6JVZ.pdb
5CM,6JW1,0.9706,0.9709,33,1,1,100,4,2,,../MODNAP_AF3_models/5CM/6JW1/af_output/5cm_6jw1/5cm_6jw1_model.cif,../MODNAP/5CM/6JW1/5CM_6JW1.pdb
5CM,6JW3,0.9718,0.953,34,0,2,101,3,7,,../MODNAP_AF3_models/5CM/6JW3/af_output/5cm_6jw3/5cm_6jw3_model.cif,../MODNAP/5CM/6JW3/5CM_6JW3.pdb
5CM,6MG1,0.8771,0.8849,20,6,0,65,18,0,,../MODNAP_AF3_models/5CM/6MG1/af_output/5cm_6mg1/5cm_6mg1_model.cif,../MODNAP/5CM/6MG1/5CM_6MG1.pdb
5CM,6MG2,0.9414,0.9313,24,2,1,74,8,3,,../MODNAP_AF3_models/5CM/6MG2/af_output/5cm_6mg2/5cm_6mg2_model.cif,../MODNAP/5CM/6MG2/5CM_6MG2.pdb
